,original,name,price,link,image,contact,ownerName,city,district,unit,standardPrice
0,muskmelon,"A Grade Freeze Dried Muskmelon, Packaging Type: 3 Layer Aluminium Bag, Packaging Size: 5 Kg",2300,swastik-food-mumbai/freeze-dried-fruit.html,https://5.imimg.com/data5/SELLER/Default/2021/4/KO/CY/EL/103086077/freeze-dried-muskmelon-125x125.jpeg,8046067862,Swastik Food,Mumbai,,Kg,"2,300/Kg"
1,muskmelon,"Natural Frozen Green Muskmelon Balls, Packaging Type: carton, -18",85,agrodelight-foods/frozen-fruits.html,https://5.imimg.com/data5/SELLER/Default/2023/3/CG/PJ/ZU/145460497/frozen-green-muskmelon-balls-125x125.jpg,7942560827,Agrodelight Foods Private Limited,Jejuri,Pune,Kg,85/Kg
2,muskmelon,A Grade Musk Melon,30,adinathglobalexports/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/2/YO/PD/QW/3164894/musk-mellon-125x125.png,7942558343,Adinath Trading Company ( Atc ),New Delhi,,kg,30/kg
3,muskmelon,"A Grade Muskmelon, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",20,anvishaenterprises/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/12/FW/BW/AA/36461673/muskmelon-125x125.jpeg,8045908342,Anvisha Enterprises,Nashik,,Kg,20/Kg
4,muskmelon,"Cantaloupe Extract Powder, Drum, Packaging Size: 25 kg",900,worldofnature/fruits-extract.html,https://5.imimg.com/data5/SELLER/Default/2021/3/GZ/NL/CG/67665988/cantaloupe-extract-powder-125x125.jpg,7942559017,World Of Nature,Pune,,Kg,900/Kg
5,muskmelon,"A Grade Muskmelon Aaliya 10 gm, Packaging Type: pouch",3260,sanashitechagro/muskmelon-seeds.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/EE/OK/WH/6399641/product-jpeg-125x125.jpg,8048956662,Sanas Hitech Agro Services,Pune,,Tonne,"3,260/Tonne"
6,muskmelon,A Grade Fresh Muskmelon Fruit,10,halimaspicefood/fresh-muskmelon.html,https://5.imimg.com/data5/UE/MG/ZQ/ANDROID-100814369/product-jpeg-125x125.jpg,7942535295,Halima Spice And Food (opc) Private Limited,Ahmedabad,,KG,10/KG
7,muskmelon,"Kharbuja, Packaging Type: Carton",105,princefoodproduct/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/RG/IU/PB/60881204/product-jpeg-125x125.jpg,8043865203,Prince Food Product,Delhi,,Box,105/Box
8,muskmelon,"Cosmetic Fragrances A Grade Musk Klm, Packaging Type: Bottle",,mohan-aromatics/muskmelon.html,https://5.imimg.com/data5/SELLER/Default/2020/12/YS/DO/QX/3659300/d52a0670-7c08-4528-a696-3909e0411b1c-125x125.jpg,8046045048,Mohan Aromatics Private Limited,Mumbai,,,
9,muskmelon,"Natural Frozen Muskmelon Balls, Packaging Type: Packet, Iqf",155,suyog-food-products/frozen-fruit-dices.html,https://5.imimg.com/data5/ANDROID/Default/2021/12/ET/QJ/CY/23664449/product-jpeg-125x125.jpg,8048263408,Suyog Food Products,Pune,,Kg,155/Kg
10,muskmelon,"Sweet Candy A Grade Fresh Export Quality Musk Melon, Packaging Type: Gunny Bag, Packaging Size: Bulk",28000,muscat-trading-co/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/8/UF/ID/PV/53403051/fresh-musk-melon-125x125.jpg,8048618905,Muscat Trading Company & Services (MTCO),Coimbatore,,Tonne,"28,000/Tonne"
11,muskmelon,Organic Muskmelon,40,dharsiniexports/natural-fruits.html,https://5.imimg.com/data5/TL/RL/MY-1600400/organic-muskmelon-125x125.jpg,8048609802,Dharsini Exports,Coimbatore,,Kilogram,40/Kilogram
12,muskmelon,Organic Muskmelon,80,orga-foods/fresh-fruits.html,https://5.imimg.com/data5/OE/PY/MY-1735846/fresh-muskmelon-125x125.jpg,8046061263,Orga Foods,Coimbatore,,Kilogram,80/Kilogram
13,muskmelon,Kundan A Grade Fresh Muskmelon Fruit,16,riyathfruits/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2023/2/KZ/LL/TK/49293026/whatsapp-image-2023-02-03-at-8-27-40-am-1--125x125.jpeg,7942787189,Riyath Fruits,Dindigul,,Kg,16/Kg
14,muskmelon,"A Grade Thai Muskmelan, Packaging Type: Carton, Packaging Size: 5 Kg",200,jcfruitcenter/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/HI/GO/VM/162935399/product-jpeg-125x125.jpg,8047551711,J C Fruit Center,Mumbai,,Kg,200/Kg
15,muskmelon,A Grade Fresh Muskmelon,33,poonaagrocart/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2023/1/PP/GX/UX/122538668/a-grade-fresh-muskmelon-125x125.png,7942797530,Poonaagrocart LLP,Pune,,Kg,33/Kg
16,muskmelon,"Kirani/ mulambalam, Grade: A Grade",23,vvs-groups-coimbatore/triazole.html,https://5.imimg.com/data5/ANDROID/Default/2023/1/RR/MF/RR/36690739/product-jpeg-125x125.jpg,7942795341,Vvs Groups,Coimbatore,,Kg,23/Kg
17,muskmelon,"A Grade Fresh Muskmelon Fruit, Packaging Size: 1Kg",20,agrobeetagritech/fresh-muskmelon.html,https://5.imimg.com/data5/SELLER/Default/2022/4/HJ/XD/JQ/72666059/fresh-muskmelon-fruit-125x125.jpg,8045908856,Agrobeet Agritech Private Limited,Pimpri Chinchwad,Pune,Kg,20/Kg
18,muskmelon,"A Grade Kundan Muskmelon, Packaging Type: Loose",18,nandjtradingcompany/a-grade-muskmelon.html,https://5.imimg.com/data5/SELLER/Default/2023/3/292149824/ZK/LZ/YV/147559954/whatsapp-image-2023-03-15-at-10-14-00-am-125x125.jpeg,7942823506,N And J Trading Company,Nashik,,Kg,18/Kg
19,muskmelon,Muskmelon,,bhavitha-seeds/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2022/11/VO/YE/BR/17464303/product-jpeg-125x125.jpg,7942674369,BHAVITHA SEEDS,Anantapur,,,
20,muskmelon,"A Grade Fresh Muskmelon Fruit, Packaging Type: loose, Packaging Size: 5 Kg",15,elmechpowercontrols/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2022/4/RS/CI/IL/9835370/fresh-muskmelon-fruit-125x125.jpg,8046077576,Elmech Power Controls,Nashik,,Kg,15/Kg
21,muskmelon,"Kundan A Grade Fresh Muskmelon, Packaging Type: Carton, Packaging Size: 10 Kg",25,godavarirealisticagroexports/fresh-fruit.html,https://5.imimg.com/data5/EA/PC/SU/SELLER-13408537/fresh-muskmelon-125x125.jpg,8048980006,Godavari Realistic Agro Exports Pvt. Ltd.,Nashik,,Kg,25/Kg
22,muskmelon,"A Grade Hybrid Muskmelon Fruit, Packaging Type: Carton, Packaging Size: 10 Kg",25,greenearthorganics-bhuj/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2023/3/291756670/YQ/NO/JG/74421643/sakar-teti-muskmelon-125x125.jpg,7942542609,Green Earth Organics,Bhuj,Kachchh,Kg,25/Kg
23,muskmelon,Muskmelon Puree,,pellagicfoodingedients/fruit-pulp-puree-and-concentrate.html,https://5.imimg.com/data5/UW/WM/MY-5355375/muskmelon-puree-125x125.jpg,8047631589,Pellagic Food Ingredients Private Limited,Bengaluru,,,
24,muskmelon,"a Grade Muskmelon - F1 - Trs Goldy, Packaging Type: Carton, Packaging Size: 1 Kg",,khetibadi-hariyali/muskmelon-seeds.html,https://5.imimg.com/data5/SELLER/Default/2023/3/UN/DJ/DD/180140066/65vtyffthwd08jbh8cjk-ycwxn2s4wytws7cmoczr1a-plaintext-638119542088636619-125x125.jpg,7942820400,Khetibadi Hariyali,Agra,,Kg,
25,muskmelon,A Grade Fresh Muskmelon Fruit,28,fruitbites-nagpur/,https://5.imimg.com/data5/SELLER/Default/2022/2/LI/GK/QO/146669397/musk-melon-125x125.png,8048263383,Fruit Bites,Nagpur,,Kg,28/Kg
26,muskmelon,A Grade Kharbuja Mask Melon,25,aanvitraders/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2022/4/BW/NW/ZM/109128489/product-jpeg-125x125.jpg,8047301799,Aanvi Traders,Nashik,,kg,25/kg
27,muskmelon,Fresh Muskmelon,20,smagh-trading-company/,https://5.imimg.com/data5/UA/GT/MY-49404825/fresh-muskmelon-125x125.jpg,"8048372815,401",Smagh Trading Co.,Hoshiarpur,,Kilogram,20/Kilogram
28,muskmelon,Muskmelon,,namdhariseeds-ltd-pune/,https://5.imimg.com/data5/SELLER/Default/2023/3/291797991/CU/AJ/NJ/13066190/screenshot-2023-03-14-121415-125x125.jpg,7942634812,Namdhari Seeds Pvt. Ltd,Pune,,,
29,muskmelon,Sweet Muskmelon,12,om-sai-enterprises-navimumbai/sweet-fruits.html,https://5.imimg.com/data5/PB/SC/MY-41645336/sweet-muskmelon-fruit-125x125.jpg,8047627516,Om Sai Enterprises,Navi Mumbai,Thane,Kilogram,12/Kilogram
30,muskmelon,Muskmelon,20,metro-berry/fresh-fruits.html,https://5.imimg.com/data5/SP/UJ/MY-40887370/img-20171209-wa0028-125x125.jpg,8047763041,Metro Berry,Navi Mumbai,Thane,Kilogram,20/Kilogram
31,muskmelon,A Grade Muskmelon,14,chiragenterprise-81299448/fresh-fruits.html,https://5.imimg.com/data5/DP/BC/YZ/ANDROID-81299448/product-jpeg-125x125.jpg,8047677160,Chirag Enterprise,Ahmedabad,,Kg,14/Kg
32,muskmelon,"A Grade Fresh Organic Musk Melon, Packaging Type: Crate, Packaging Size: 20 Kg",30,karunakar-agencies/organic-musk-melon.html,https://5.imimg.com/data5/SELLER/Default/2021/3/PV/HX/PE/101880699/mushmelon-125x125.jpg,"8048372335,395",Karunakar Agencies,Anantapur,,Kg,30/Kg
33,muskmelon,Fresh Musk Melon,18,saagro-exim-co/fresh-fruits.html,https://5.imimg.com/data5/RY/RR/MY-38213580/fresh-musk-melon-500x500-125x125.jpg,8047677805,Sa Agro Exim Company,Pune,,Kilogram,18/Kilogram
34,muskmelon,"A Grade Muskmelon, Packaging Type: Truck, Packaging Size: Loose",15,sea-skyglobal/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2021/4/RM/DX/DW/19510648/product-jpeg-125x125.jpg,8047669003,The Agrofresh,Bengaluru,,Kg,15/Kg
35,muskmelon,Fresh Muskmelon,25,araveneterprises/fresh-fruits.html,https://5.imimg.com/data5/HU/BP/MY-20371787/fresh-muskmelon-125x125.jpg,8047678068,Arav Enterprises,Deesa,Banaskantha,Kilogram,25/Kilogram
36,muskmelon,"A Grade Fresh Muskmelon, Packaging Type: Plastic Bag, Packaging Size: 10 Kg",22,tushar-fruit-company/fresh-muskmelon.html,https://5.imimg.com/data5/SELLER/Default/2021/2/WB/KQ/ZK/76373192/whatsapp-image-2021-02-06-at-15-11-33-125x125.jpeg,8047668293,Tushar Fruit Company,Indapur,Pune,Kg,22/Kg
37,muskmelon,Fresh Muskmelon,22,akil-exports/fresh-fruit.html,https://4.imimg.com/data4/NC/PS/MY-8473456/fresh-muskmelon-125x125.jpg,8047663057,Akil Exports,Coimbatore,,Kilogram,22/Kilogram
38,muskmelon,A Grade Fresh  Muskmelon Mumbai Maharastra,15,sm-banana-supplier/,https://5.imimg.com/data5/ANDROID/Default/2021/4/LG/RV/IH/36499748/img-20210419-wa0023-jpg-125x125.jpg,8047685589,Sm Banana Supplier,Jalgaon,,Kg,15/Kg
39,muskmelon,Golden Glory A Grade Muskmelon,9000,dhawan-agri-farm/,https://5.imimg.com/data5/ANDROID/Default/2022/6/YW/FG/QE/24626182/prod-20220607-0831462950898847654635581-jpg-125x125.jpg,8047670274,Dhawan Agri Farm,Jalandhar,,Ton,"9,000/Ton"
40,muskmelon,A Grade Musk Mellon,16,zgt-and-company/fresh-fruits.html,https://5.imimg.com/data5/IOS/Default/2021/8/QP/DV/FU/16670995/product-jpeg-125x125.png,"8048371577,314",ZGT And Company,Bengaluru,,KG,16/KG
41,muskmelon,"A Grade Fresh Muskmelon, Packaging Type: Carton, Packaging Size: 10 Kg",25,shalimar-texmo/fresh-fruit.html,https://5.imimg.com/data5/SELLER/Default/2021/1/AG/QH/UR/83040838/fresh-muskmelon-125x125.jpg,"8048372473,412",SHALIMAR TEXMO,Malegaon,Nashik,Kg,25/Kg
42,muskmelon,"A Grade Fresh Muskmelon Fruit, Packaging Type: Gunny Bag, Packaging Size: 10 Kg",20,jjpagropro-services/fresh-fruits.html,https://5.imimg.com/data5/SELLER/Default/2021/3/PB/BG/MS/72798274/muskmelon-125x125.jpeg,"8048372726,853",Jjp Agro Pro Services Private Limited,Pune,,Kg,20/Kg
43,muskmelon,"Sunrise A Grade Hybrid Muskmelon, Packaging Type: Packet, Packaging Size: 50gm",2750,newsunrise-seeds/,https://5.imimg.com/data5/ANDROID/Default/2021/10/JC/VS/DE/5776856/product-jpeg-125x125.jpg,7942645629,New Sunrise Seeds Agency,Pune,,Kg,"2,750/Kg"
44,muskmelon,Fresh Muskmelon,7000,yipzaponline/fresh-fruits.html,https://5.imimg.com/data5/LQ/TL/QU/GLADMIN-94401762/fresh-muskmelon-125x125.png,8047663684,Yipzap Online Private Limited,Pune,,Ton,"7,000/Ton"
45,muskmelon,A Grade Muskmelon,10,bashaenterprises-anantapur/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2021/4/OG/RQ/FX/15730281/screenshot-2021-0425-062646-png-125x125.png,"8048372157,141",Basha Enterprises,Anantapur,,Kg,10/Kg
46,muskmelon,Muskmelon,30,c-k-fruits/kharbuja-seeds.html,https://5.imimg.com/data5/ANDROID/Default/2020/8/ZA/KK/KI/66423578/product-jpeg-125x125.jpg,"8048372098,346",C K Fruits,Vadodara,,Kg,30/Kg
47,muskmelon,Ambrosia Muskmelon,40,gonaturoagrofoods/fruit-stalls.html,https://3.imimg.com/data3/EB/EX/MY-9125951/ambrosia-muskmelon-125x125.jpg,"8069023790,833",Go Naturo Agro Foods Private Limited,Jaipur,,Kilogram,40/Kilogram
48,muskmelon,"A Grade Musk Melon, Gunny Bag, 50 Kg",15,harisinghkhadbhandar/organic-fruits.html,https://5.imimg.com/data5/SELLER/Default/2021/3/GD/BW/LD/47971263/honeydew-muskmelon-125x125.jpeg,8047683089,M/S Hari Singh Khad Bhandar,Budaun,,Kg,15/Kg
49,muskmelon,"Bobby A Grade Fresh Muskmelon, Packaging Type: LOOSE",20,r-r-company-barabanki/,https://5.imimg.com/data5/SELLER/Default/2021/5/HB/TX/NK/26768272/123456-jpeg-125x125.jpeg,8048208216,R & R COMPANY,Barabanki,,Kg,20/Kg
50,muskmelon,A Grade kharbuja,6,sk-frout/,https://5.imimg.com/data5/ANDROID/Default/2021/3/ZK/KF/QE/38104980/prod-20210309-1548382754898222334138836-jpg-125x125.jpg,"8048372173,673",Sk Frout,Kurnool,,Kg,6/Kg
51,muskmelon,"A Grade Kundan Musk Melon, Packaging Type: Carton, Packaging Size: 5 Kg",20,rahul-nikam-company/muskmelon.html,https://5.imimg.com/data5/ANDROID/Default/2022/4/DH/XF/WW/91217230/product-jpeg-125x125.jpg,7942616915,Rahul Nikam Company,Malegaon,Nashik,Kg,20/Kg
52,muskmelon,Muskmelon,18,vishnu-devi-agrocenter/,https://4.imimg.com/data4/GA/OE/ANDROID-12640723/product-125x125.jpeg,"8068970164,226",Vishnu Devi Agro Center,Disa,,Kilogram(s),18/Kilogram(s)
53,muskmelon,Rock Melon,50,munnafruit-company/fresh-melon.html,https://5.imimg.com/data5/GY/LJ/MY-8583111/rock-melon-125x125.jpg,"8048371577,842",Munna Fruit Company,Mumbai,,Kilogram,50/Kilogram
54,muskmelon,Muskmelon,25,gouripriya-organic-food/,https://4.imimg.com/data4/CG/MY/ANDROID-31100915/product-125x125.jpeg,7942630333,Gouri Priya Organic Food Suppliers,Hyderabad,,Kilogram,25/Kilogram
55,muskmelon,Musk Melon,35,kanhaiya-farm/,https://4.imimg.com/data4/CQ/DA/ANDROID-29443008/product-125x125.jpeg,"8068970105,260",Kanhaiya Farm,Kutch,Kachchh,Kilogram,35/Kilogram
56,potato,"Brown A Grade Natural Fresh Potato, PP Bag, Packaging Size: 50",7.5,maatarafruitscompany/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/1/HL/JS/ZE/45117192/natural-fresh-potato-125x125.jpg,8048987287,Maa Tara Fruits Company,Shimla,,Kg,7.50/Kg
57,potato,"Brown A Grade Fresh Potato Vegetable, Gunny Bag, Packaging Size: 40 Kg",720,maza-ind/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/11/GD/SS/TO/56889112/fresh-potato-125x125.jpg,8043890742,Maza Ind,Himatnagar,Sabarkantha,Bag,720/Bag
58,potato,"Brown A Grade Fresh Potato, Packaging Size: 50",800,ranas-kingdom/patato.html,https://5.imimg.com/data5/ANDROID/Default/2022/3/JD/CJ/MM/65966306/product-jpeg-125x125.jpg,8047633811,Rana's Kingdom,Agra,,Quintal,800/Quintal
59,potato,"Red A Grade Chips Lr Potato, Packaging Size: 55kg",12.50,jaydevagrointernational/salty-wafers.html,https://5.imimg.com/data5/ANDROID/Default/2022/2/CV/TW/RO/99938353/product-jpeg-125x125.jpg,8048950054,Jaydev Agro International Export Company,Pune,,Kg,12.50/Kg
60,potato,"Brown A Grade Jyoti Potato, Gunny Bag, Packaging Size: 50 kgs",900,ariseexport/organic-red-potatoes.html,https://5.imimg.com/data5/ANDROID/Default/2022/6/UJ/XE/OJ/11618089/product-jpeg-125x125.jpg,8048965383,Arise Export,Howrah,,Bag,900/Bag
61,potato,"Yellow A Grade Potato, Packaging Size: 50 kg",12,adinathglobalexports/vegetable.html,https://5.imimg.com/data5/ANDROID/Default/2020/12/LG/YJ/IY/3164894/product-jpeg-125x125.jpg,7942558343,Adinath Trading Company ( Atc ),New Delhi,,Kg,12/Kg
62,potato,"A Grade M.p Fresh Potato, Gunny Bag, Packaging Size: 40 Kg",12,bhutatvaagro/fresh-garlic-onion-fruits.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/LD/KX/GR/152143624/product-jpeg-125x125.jpg,8047648855,Bhu Tatva Agro,Indore,,Kg,12/Kg
63,potato,"A Grade Uttar Pradesh Purple Potato, Gunny Bag, Packaging Size: 10 Kg",1500,europeanfoodsindia/sugar-free-potato.html,https://5.imimg.com/data5/ANDROID/Default/2021/11/AB/HL/ON/121899387/product-jpeg-125x125.jpg,8046068810,European Foods India Private Limited,Chandigarh,,Kg,"1,500/Kg"
64,potato,"A Grade Fresh Potato, HDPE & Gunny Bag, Packaging Size: 20 kg",150,jaicommercialcentre/fresh-potato.html,https://5.imimg.com/data5/SELLER/Default/2020/8/EI/UT/LD/2531/potato-125x125.jpeg,8048979454,Jai Commercial Centre,Chennai,,Kg,150/Kg
65,potato,"Brown A Grade Fresh Potato, Packaging Size: 40 Kg",47,kodaifresh/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2021/1/LL/ZY/XV/110424049/fresh-potato-125x125.jpg,7942534542,Kodai Fresh Private Limited,Kodaikanal,Dindigul,Kilogram,47/Kilogram
66,potato,Fresh Potato,9,shivamenterprises-agra/fresh-vegetables.html,https://3.imimg.com/data3/MS/UK/MY-951402/potato-125x125.jpg,8047636521,Shivam Trading Co.,Agra,,Kilogram(s),9/Kilogram(s)
67,potato,Fresh Potato,15,cosmeticagroup/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/2/LV/XO/LA/1200785/fresh-potato-125x125.jpg,8046044437,Cosmetica Group,Mumbai,,kg,15/kg
68,potato,"Yellow A Grade Fresh Potato, Packaging Size: 10 Kg",18,agrilane-private-limited/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/11/AT/JQ/CW/159824908/organic-fresh-potato-125x125.jpg,8047547241,Agrilane Private Limited,Thane,,Kg,18/Kg
69,potato,"Fresh A Grade Potato, Gunny Bag, 20 Kg",25,rvak-exports/potato.html,https://5.imimg.com/data5/QF/LP/UT/SELLER-20331263/potato-125x125.jpg,7942548983,R.V.A.K Export,Chennai,,Kg,25/Kg
70,potato,Jyoti Potato,11,shreebalasahebenterprises/fresh-potato.html,https://5.imimg.com/data5/SELLER/Default/2023/2/UD/NO/TV/62055745/jyoti-125x125.jpg,8048955175,Shree Balasaheb Enterprises,Indore,,Kg,11/Kg
71,potato,"Yellow A Grade Fresh Potato, Gunny Bag, Packaging Size: 50 kg",7,monojitdashakarmastores/fresh-potato.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/OM/DH/IJ/39845454/product-jpeg-125x125.jpg,7942791405,Monojit Dashakarma Stores,Jalpaiguri,,Kg,7/Kg
72,potato,"Brown A Grade Fresh Natural Potato, Loose",16000,kannaujgreensagroproducercompany/fresh-potato.html,https://5.imimg.com/data5/SELLER/Default/2022/10/KM/NN/KE/85727979/fresh-natural-potato-125x125.jpg,8047833773,Kannauj Greens Agro Producer Company Limited,Kannauj,,Ton,"16,000/Ton"
73,potato,"Brown A Grade Ailu / batata / Potato pukhraj. L.r Santhana, Gunny Bag, Packaging Size: 40 Kg",8,jayshreemahakalidivelikhol/fresh-potato.html,https://5.imimg.com/data5/SELLER/Default/2023/2/XO/WO/JO/75002615/ailu-batata-potato-pukhraj-l-r-santhana-125x125.jpg,8047648716,Jayshree Mahakali Diveli Khol,Banaskantha,,Kg,8/Kg
74,potato,"Yellow A Grade Fresh Potato, Gunny Bag, Packaging Size: 50 Kg",20,shribalaji-traders-nakur/fresh-potato.html,https://5.imimg.com/data5/SELLER/Default/2022/12/WL/QB/AH/162295835/moiiiiiiiiiiiid-125x125.jpg,7942787884,Shri Balaji Traders,Nakur,Saharanpur,Kg,20/Kg
75,potato,"Brown A Grade Potato 302, Us you tel, Packaging Size: 40 Kg",10,shreejitradinghcompany/fresh-potato.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/BN/HV/PN/78087763/product-jpeg-125x125.jpg,8048209111,Shree Ji Tradingh Company,Namli,Ratlam,Kg,10/Kg
76,potato,"Uttar Pradesh Potato 3797, Gunny Bag",10,halimaspicefood/organic-red-potatoes.html,https://5.imimg.com/data5/ANDROID/Default/2021/2/TH/CV/EE/100814369/product-jpeg-125x125.jpg,7942535295,Halima Spice And Food (opc) Private Limited,Ahmedabad,,Kg,10/Kg
77,potato,Lr Patato,5,gayatritradersindore/fresh-potato.html,https://5.imimg.com/data5/ANDROID/Default/2022/12/DO/VM/QY/28069126/product-jpeg-125x125.jpg,8048209423,Gayatri Traders,Indore,,Kg,5/Kg
78,potato,"Yellow and Red A Grade Potato, Mesh Bag, Packaging Size: 50 Kg",6,the-capricorn/potato.html,https://5.imimg.com/data5/ANDROID/Default/2023/1/FU/SU/PU/18118948/product-jpeg-125x125.jpg,8047633448,The Capricorn,Hooghly,,Kg,6/Kg
79,potato,"Yellow A Grade Export Quality Potato, Gunny Bag, Packaging Size: 50 kg",9,str-enterprises-chittorgarh/potato.html,https://5.imimg.com/data5/ANDROID/Default/2023/2/VY/HE/AX/5542554/product-jpeg-125x125.jpg,8047553029,STR Enterprises,Nimbahera,Chittorgarh,Kg,9/Kg
80,potato,"A Grade Fresh potato, Gunny Bag, Packaging Size: 60 kg",11,maa-durga-tradingco/potato.html,https://5.imimg.com/data5/ANDROID/Default/2023/1/LO/BZ/IO/159922398/product-jpeg-125x125.jpg,8048212918,Maa Durga Trading Co.,Hardoi,,Kg,11/Kg
81,potato,Red A Grade Lr potato,21,sk-green-earth/organic-red-potatoes.html,https://5.imimg.com/data5/ANDROID/Default/2022/7/ZR/WS/HF/149012759/product-jpeg-125x125.jpg,8047315002,SK Green Earth,Kolkata,,Kg,21/Kg
82,potato,A Grade mp Sea Shell Potato,140,shreeveenatradingcompany/,https://5.imimg.com/data5/ANDROID/Default/2022/12/CV/FI/CA/99163826/product-jpeg-125x125.jpg,7942536622,Shree Veena Trading Company,Indore,,Kg,140/Kg
83,potato,"Madhya Pradesh Fresh A Grade Beige Potato, Loose, Packaging Size: 50-60 kg",18,vaishnavienterprisesmp/fresh-potato.html,https://5.imimg.com/data5/SELLER/Default/2022/12/XU/RP/CO/10059870/fresh-potato-125x125.jpg,7942788926,Vaishnavi Enterprises,Indore,,Kg,18/Kg
84,potato,"A Grade Sugar Free Organic Potato, Packaging Type: Bag",20,behare-exports/organic-potato.html,https://5.imimg.com/data5/ML/NL/CE/SELLER-66008266/sugar-free-potato-125x125.jpg,7942555412,Behare Exports Private Limited,Gadchiroli,,Kg,20/Kg
85,potato,"Expose A Grade Fresh Potato, Gunny Bag, 50Kg",11,dewarkagroforest/fresh-potato.html,https://5.imimg.com/data5/MP/OG/XT/SELLER-13249998/fresh-potato-125x125.jpg,8046042477,Dewark Agro Forest Private Limited,Gaya,,Kg,11/Kg
86,potato,A Grade Uttar Pradesh Fresh Potato ( ONLY BULK),,jaganexports/potato.html,https://5.imimg.com/data5/SELLER/Default/2020/12/AG/DI/CX/311139/fresh-potato-125x125.png,8046051014,Jagan Exports,Jaipur,,,
87,potato,"A Grade Cold Storage Fresh Purple Potato, Loose, Packaging Size: 40 Kg",400,deepvegetablecompany/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/3/FD/HI/AO/58479067/whatsapp-image-2022-03-24-at-8-01-33-am-1--125x125.jpeg,8047312629,Deep Vegetable Company,New Delhi,,Kg,400/Kg
88,potato,Fresh Potatoes,50,nagaexports/fresh-vegetables.html,https://5.imimg.com/data5/KL/HV/MY-3966004/fresh-potatoes-125x125.jpg,8048604888,Kesco Organics Exports,Coimbatore,,kilogram,50/kilogram
89,potato,"Brown A Grade Natural Fresh Potato, Packaging Size: 20 kg",30,hiltonexports/fresh-potato.html,https://5.imimg.com/data5/ANDROID/Default/2022/7/WW/ZS/RC/156657680/product-jpeg-125x125.jpg,8043854087,Hilton Exports,Mettupalayam Coimbatore District,Coimbatore,Kg,30/Kg
90,potato,"Yellow A Grade Farm Fresh Potato Exporter, Gunny Bag, Packaging Size: 10 Kg",25,muscat-trading-co/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2023/1/VG/MN/QJ/53403051/farm-fresh-potato-exporter-125x125.jpg,8048618905,Muscat Trading Company & Services (MTCO),Coimbatore,,Kg,25/Kg
91,potato,"Brown A Grade Fresh Potato, Gunny Bag, Packaging Size: 10 Kg",15,deepak-import-and-export/organic-vegetable.html,https://5.imimg.com/data5/SELLER/Default/2022/11/WY/GV/TM/40452634/fresh-potato-125x125.jpg,8047636990,Deepak Hanumant Sagat,Pune,,Kg,15/Kg
92,potato,"Garden Fresh Potatoes, Packaging Size: 50 Kg, Packaging Type: Plastic Bag",18,sf-traders/fresh-vegetables.html,https://5.imimg.com/data5/PO/TM/VZ/SELLER-7467985/fresh-potatoes-125x125.jpg,8046044407,F A Traders,Hassan,,Kg,18/Kg
93,potato,"Good Grade Potato, Customizable",905,royal-de-wajidsons/potatoes.html,https://5.imimg.com/data5/NW/LE/GI/SELLER-1012852/good-grade-potatoes-125x125.jpg,8046045678,Royal De Wajidsons,Moradabad,,Quintal,905/Quintal
94,potato,"Uttar Pradesh Organic Fresh Potato, 9 mg",10,sk-royal-industries/fresh-vegetables.html,https://5.imimg.com/data5/SELLER/Default/2022/8/MB/IV/FB/156307736/dry-fruit-125x125.jpg,8043862759,SK Royal Industries,Agra,,Kg,10/Kg
95,potato,"Black A Grade Super Aloo (grouth promoter), Target Crops: Vegetables, Packaging Size: 250ml",949,tulsi-herbal-point/organic-agriculture.html,https://5.imimg.com/data5/SELLER/Default/2023/2/JN/YA/OJ/126866233/product-jpeg-125x125.jpg,8048273849,Tulsi Herbal Point,Midnapore,West Midnapore,Litre,949/Litre
